c50014,s4,"Room at Earth Tower was outdated, Sky Tower could be their newer tower",[Room at Earth Tower][-],,,,,,,
c50014,s5,Lamp was flickering,,,,,,,,
c50014,s6,Receptionist doesn't have information about shuttle bus to Cotai Ferry Terminal readily available,[Receptionist][-],,,,,,,
c50014,s7,"When asked, he told us that the swimming pools are all closed until March",,,,,,,,
c50015,s1,The hotel room rate is cheaper than the rest adjacent Marriott brand hotels,,,,,,,,
c50015,s2,"As a platinum member, I didn't get any upgrade, not even a better view room",[upgrade][-],[view room][-],,,,,,
c50015,s3,"It was a slow weekday, the hotel was not sold out",,,,,,,,
c50015,s4,I checked in the hotel by Marriott mobile few days ago and it didn't seem anything happen,,,,,,,,
c50015,s5,"I asked if there was any upgrade during in person check in, the check in person immediately told me no without even looking the computer",[upgrade][-],[check in person][-],,,,,,
c50015,s6,"When we got to the room, I saw a maid was cleaning the adjacent room",,,,,,,,
c50015,s7,"I asked her if we can get extra large towel, she immediately told me no",,,,,,,,
c50015,s8,She said she only had enough towels for the room she was cleaning,,,,,,,,
c50015,s9,We did get the free breakfast as the platinum benefit on the first floor restaurant,[breakfast][+],,,,,,,
c50015,s10,I was surprised the servants couldn't  speak English,[servants][-],,,,,,,
c50016,s1,Was very disappointed with Sheraton service,[service][-],,,,,,,
c50016,s2,I am Celiac and forget about any food for gluten intolerance or if u vegan it's not a place to be,,,,,,,,
c50016,s4,"Staff can't speak English, service is slow",[staff][-],[service][-],,,,,,
c50016,s5,"There is long wait for food ,etc",[wait for food][-],,,,,,,
c50016,s6,Would expect much more from Sheraton,,,,,,,,
c50017,s1,"I stay at the hotel for a company function, the food quality wasn't that good",[food quality][-],,,,,,,
c50017,s2,"Well, there is no service especially your claim yourself 5* hotel at the formal dinner, the staff doesn't even know what is red, white glasses, yes, it was that bad, no training at all, just randomly find someone who is available for part-time work",[service][-],[staff][-],,,,,,
c50018,s1,Spent two nights in this hotel with my wife to celebrate our wedding anniversary,,,,,,,,
c50018,s2,"Booked their suite  which the room is quite nice, clean and very spacious",,,,,,,,
c50018,s3,"However, the room is full of cigar smell and we thought the smell will gone after some time, but when we get back at night time,  the smell is still there and we are too sleepy to ask for another room, so we spent our first night sleeping in an ashtray",[room][-],[cigar smell][-],[smell][-],,,,,
c50018,s4,"First day breakfast is very disappointed as we were asked to have our breakfast at their ballroom which everything was set up temporary, some of their hot dishes are cold",[breakfast][-],[hot dishes][-],,,,,,
c50018,s5,So we request to have the breakfast at the cafe in the next morning but not at the ballroom,[breakfast][-],[cafe][-],,,,,,
c50018,s6,At first the staff said the cafe is almost full and suggested we go to the ballroom again,[cafe][-],,,,,,,
c50019,s1,Even as a premium member it took us ages to check in,[check in][-],,,,,,,
c50019,s2,4 bottle white wine list with only 2 available (and as you would expect the two I didn't like!),,,,,,,,
c50019,s3,Corridors and room smell of stale food and the air-con didn't work,[Corridors][-],[room smell][-],[air-con][-],,,,,
c50019,s4,People who visit here like to cook their own food in the rooms,,,,,,,,
c50019,s5,"They did send people up to try and fix it, but frankly it shouldn't happen in the first place",,,,,,,,
c50019,s6,(Photo of chap deodorising)  Just generally a typical Cotai casino hotel experience - very average and best to be avoided,[experience][-],,,,,,,
c50019,s7,"In fact, avoid Macau hotels in general, I don't apply this to Marriott/Bonvoy in general - I'm not a fan - but just this (and most) Macau hotels! Stay in HK and travel over!",,,,,,,,
c50020,s1,"After an exceptional stay at the Sheraton Nanshan, this property fell short in welcoming me as a Lifetime Titanium Elite guest",[welcoming][-],,,,,,,
c50020,s2,I was upgraded to a regular club room with a sad view,[upgraded][-],[view][-],,,,,,
c50020,s3,No suite upgrade and they said I had to have breakfast in the club room or use up my welcome amenity to eat in the main breakfast area,[suite upgrade][-],,,,,,,
c50020,s4,Seriously? This property made me feel like an average guest,,,,,,,,
c50020,s5,I haven't been in a regular room in years,[regular rooms][-],,,,,,,
c50020,s6,"It is very disappointing given how many rooms there are here, and that they have a designated check in for elite members",[rooms][-],,,,,,,
c50020,s7,"The check in was just underwhelming, no welcome note from management with snacks in my room, and again, the view and room, as basic as can be",[check in][-],[welcome note][-],[snacks][-],[view][-],[room][-],,,
c50020,s8,So disappointed! Take note from the Sheraton Nanshan and step it up!,,,,,,,,
c50021,s1,Stayed at this hotel for one night in early September 2019,,,,,,,,
c50021,s2,"This hotel is an average casino hotel, very large and very busy",,,,,,,,
c50021,s3,Have stayed a few times but as a Marriott Titanium member have been rarely upgraded,,,,,,,,
c50021,s4,Have always been advised the hotel is very busy,,,,,,,,
c50021,s5,The rooms are quite large but do not have a stocked minibar,[stocked minibar][-],,,,,,,
c50021,s6,Also the room had basic amenities unlike other Sheraton hotels in Asia,,,,,,,,
c50021,s7,As a Marriott Elite member you are able to request extra amenities on their app,,,,,,,,
c50021,s8,Amenities were not in the room and had to make a request three times for them,[Amenities][-],,,,,,,
c50021,s9,The club lounge is good and has an excellent Happy Hour and Breakfast,,,,,,,,
c50021,s10,Overall this hotel is average but don__ expect anything special if you are an elite member,,,,,,,,
c50022,s1,Was there a couple of years ago and I gave it a real thumbs up for service and quality,,,,,,,,
c50022,s2,"Fast forward to today, tired , poor service and dirty room",[service][-],[room][-],,,,,,
c50022,s9,The cleaners also never cleaned the cups and gave us so little toiletries,[cleaners][-],[toiletries][-],,,,,,
c50022,s13,I noticed a big drop in quality after joining Marriot Bonvoy,[quality][-],,,,,,,
c50023,s1,The Sheraton is a bit of a dinosaur,,,,,,,,
c50023,s2,It hasn't aged gracefully and it shows,,,,,,,,
c50023,s3,Check-in is a real pain with long lines and slow service,[Check-in][-],[service][-],,,,,,
c50023,s4,"The layout of the hotel is truly awful as if you're staying in the Earth tower, the trip to the pool is really far",[layout of hotel][-],,,,,,,
c50023,s5,And the pool is really quite mediocre compared to the competition,[pool][-],,,,,,,
c50023,s6,The taxi lines are also long and unforgiving,[taxi lines][-],,,,,,,
c50023,s7,The hotel feels like a casino first and hotel second,,,,,,,,
c50023,s8,"There are so many superior choices in Cotai that if I hadn't gone to the Galaxy afterwards, my impression of Macau would have remained rather poor",,,,,,,,
c50024,s1,I stayed here for two nights,,,,,,,,
c50024,s2,I don't think it is worth the price,[price][-],,,,,,,
c50024,s3,"After I checked out at noon I wanted to use the pool, which I thought was a reasonable request",,,,,,,,
c50024,s4,The unsmiling staff told me that I would have to pay a fee to use the pool only for  a few hours until I took my cab ride to the airport,[staff][-],,,,,,,
c50024,s5,I paid the price and used the pool but what a disappointment ,[price][0],[pool][-],,,,,,
,,"The burger they served was burned, literally and they charged for it too",[burger][-],,,,,,,
c50025,s1,"The worst hotel in Macao, especially the front desk and concierge, is not at all enthusiastic, the shower is broken, and waiting for long time with room change, is far worse than that next to Conrad Macao, Cotai Central",[front desk][-],[concierge][-],[shower][-],[waiting][-],,,,
c50026,s1,bad 1: checked in loooong quene as in photo,[checked in][-],,,,,,,
c50026,s2,i cant understand why there were only a few staff serving such a long Q,[staff][0],,,,,,,
c50026,s3,tip: book direct with hotel next time so can use e-check in,[e-check in][0],,,,,,,
c50026,s4,bad 2: The Sheraton is comprised of two towers,,,,,,,,
c50026,s5,Earth tower is far from swimming pool,[pool][-],,,,,,,
c50026,s6,tip: to avoid the looong walk hoose sky tower if available,[walk][-],,,,,,,
c50026,s7,esp if you are travelling with kids/old family members,,,,,,,,
c50026,s8,good 1: comfy bed n clean room,[bed][0],[room][+],,,,,,
c50026,s9,good 2: swimming pool is big,[swimming pool][0],,,,,,,
c50026,s10,safeguard is responsible since i saw him asking 2 children who play without adults' attendance,[safeguard][+],,,,,,,
c50026,s11,Overall: an average hotel staying experience,,,,,,,,
c50026,s12,"Did the job but surprised that there were NO staff expressing greetings, as a hotel residence, during our 2D1N stay",[staff][-],,,,,,,
c50026,s13,It's cool if you like this cold feeling,,,,,,,,
c50027,s1,"Sheraton Hotel Macau is located at the Cotai Central, inside the Sands Cotai Central - a huge resort complex",[resort complex][0],,,,,,,
c50027,s2,Also it known as the largest Sheraton in the world,,,,,,,,
c50027,s3,Glad to receive some pre-welcome email from the hotel before my stay,,,,,,,,
c50027,s4,One of the email mentioned they have a checkin counter - JW Marriott Bonvoy Counter to enhance an better arrival experience,,,,,,,,
c50027,s5,"So that I tried to process my checkin there, however, the first thing I suffer is the staff at the entrance shout to me are you our member In an impolite way surely",[checkin][0],[staff][-],,,,,,
c50027,s6,That the way to enhance a better arrival experience for guest? I doubt,,,,,,,,
c50027,s7,"Haven't meet much challenge after this during checkin, Front office mentioned to me there will be NO any Room Upgrade for all tiers elite Bonvoy member, made me guess it's a very busy",[checkin][0],[Front office][0],[Room Upgrade][-],,,,,
c50028,s1,"Stayed here in June 2019 and the hotel is good, however:  1.Check in and check out is a nightmare- prepare to wait in the queue for around 35-40 minutes",[Check in][-],[check out][-],,,,,,
c50028,s4,2.You don't really feel special as a guest because it's so crowded,[guest][-],,,,,,,
c50028,s5,For me it just misses that personal touch 3,,,,,,,,
c50028,s6,Rooms are quite out dated 4,[Rooms][-],,,,,,,
c50028,s7,Room service is pricey and the food isnt good  Now for the good: The location is superb The hotel grounds is lovely,[Room service][-],[food][-],,,,,,
c50029,s1,Visited this hotel 5 years ago thinking that it is still one of the finest hotel in Cotai with impeccable service at the club lounge,,,,,,,,
c50029,s2,was I wrong !!!! The lounge has deteriorated into a canteen type environment with disastrous ambience,[lounge][-],[environment][-],[ambience][-],,,,,
c50029,s3,people were piling up the food they cannot finish and it was like a disaster relief centre,,,,,,,,
c50029,s4,real disappointing  Room wise things are looking wired and towels definitely need a change,[Room][-],[towels][-],,,,,,
c50029,s5,housekeeping is bad too,[housekeeping][-],,,,,,,
c50029,s6,"Definitely will not return as there are many many choices in this area now with many more hotels up like MGM,Wynn,Parisian,etc just across the road from Sheraton",,,,,,,,
c50029,s7,I suspect the management has changed hands to local management,[management][-],,,,,,,
c50030,s1,"The first thing I noticed about the Sheraton Macau, and Taipa Island in general, is the shear size and awe of everything",[size][0],,,,,,,
c50030,s2,"Macau basically took a bunch of US buildings from Vegas, World Trade, Space Needle, and actually created better versions of them",,,,,,,,
c50030,s3,The appointments in this hotel are what you would expect from a top tier hotel,[appointment][0],,,,,,,
c50030,s4,"Everything is immaculate, the staff are friendly and welcoming, and even though Macau is more tailored towards Chinese visitors, I did not feel terribly out of place",,,,,,,,
c50030,s5,Review disclaimer: I am a US traveler and therefore my tastes may be different than others,,,,,,,,
c50030,s6,Rooms: The rooms are very well appointed and the bathrooms are gorgeous,,,,,,,,
c50030,s7,The water can be as scalding hot or as ice cold as you want it and the marble and stone work must have been expensive as_,,,,,,,,
c50031,s1,"I ve been trying the swimming pool the 18th of july half hour before the expected closing time, i was wearing a swimming slip of versace that was not evidently underwear, and the guys  in charged of the maintainance of the swimming pool just before to get inside the water told me in a rude way that i could'n get in because i was wearing underwear i show to him that it wasn't but it kept insisting rudely, finally i could enter and a second one even more arrogant then the first told me to leave immediately the swimming pool because of i thought i was wearing underwear, i use to stay in 5 stars hotel, i never could expect a bad service and such impolite staff in a marriott hotel, is unacceptable, i lost 15 minutes that i could spent inside the water arguing with them",[swimming pool][0],[guys in charged][-],[service][-],[staff][-],,,,
c50032,s2,Attached picture is the line to get into the lounge,[lounge][0],,,,,,,
c50032,s4,Avoid the Sheraton Cotai unless you love massive crowds and a maze of a hotel,,,,,,,,
c50032,s5,"The staff was friendly and generally wonderful, but management left them to deal with outsized crowds",,,,,,,,
c50033,s1,"No improvement since hotel opening, the check-in problem is extremely bad, people have to queue up for an hour waiting for check-in",[check-in][-],,,,,,,
c50033,s2,The hotel fixed the check-in time at 3pm but they are not consider flexible check-in time to avoid crowded in the lobby at the same time,[check-in][-],[lobby][-],,,,,,
c50033,s3,It's really bad!,,,,,,,,
c50034,s2,"1.Hotel isn't clean enough, I saw some stains in the bathroom",[clean][-],[bathroom][-],,,,,,
c50034,s4,"2.This hotel is quite far from Taipa tourist area, it takes 20+ minutes walk",,,,,,,,
c50034,s6,"There are two towers, I was staying in the earth tower which is very far from the pool",[towers][0],[pool][-],,,,,,
c50034,s7,"And the design of the pool is quite strange, there are 13+ tiny pools that I could cardly swim",[design of the pool][-],,,,,,,
c50034,s9,Mattress is a bit too hard for me and We both couldn't sleep well,[Mattress][-],,,,,,,
c50035,s1,The hotel might have good reviews but my first impression with this hotel was total disgust,[first impression][-],,,,,,,
c50035,s2,What 5 star hotel in the modern world has you wait over an hour just to check in?  ,[check in][-],,,,,,,
c50035,s100,"This was not even as check in first opened, but several hours later",[check in][-],,,,,,,
c50035,s3,Sheraton is a second class hotel in the United States and I guess it applies to the Macau location as well,,,,,,,,
c50035,s4,This review is just based on the check in process,[check in][0],,,,,,,
c50036,s3,Please see the following point:  1We checked out at 13:00 and proceeded to leave our luggage with the bell service,[checked out][0],[bell service][-],,,,,,
c50036,s6,"2We returned at a little past 18:10 and collected our bag, then caught the transfer bus to the Macau Ferry",,,,,,,,
c50036,s8,3On reaching the Macau Ferry at 18: 35 we discovered that we had left a personal item in our room (3144 Earth Tower),,,,,,,,
c50036,s11,"We arrived back at the Sheraton at approximately 18:50 and went straight to the concierge desk, where we informed someone_",[concierge desk][0],,,,,,,
c50037,s2,The corridor at the on smoking floor stinks with cigarette stench,[corridor][0],[smoking floor][0],[cigarette stench][-],,,,,
c50037,s3,Room and bathroom were overused,[Room][-],[bathroom][-],,,,,,
c50037,s5,Breakfast costs a fortune with no proper service,[Breakfast][-],[service][-],,,,,,
c50038,s2,Hotel is crowded so there is no upgrade to my room which is acceptable,[upgrade][0],,,,,,,
c50039,s3,Rooms are spacious and very clean,[Rooms][0],,,,,,,
c50040,s1,"We re staying for 2 nights at this hotel , and not a single person offer to help us with the luggages",[person][-],,,,,,,
c50040,s2,"Then , no room service at all",[room service][-],,,,,,,
c50040,s3,"We went outside until 3 pm and come back , and still, the room is not ciean yet!!!",[room][-],,,,,,,
c50041,s2,"I appreciate the friendly service of gym and swimming pool staff; they were very caring, polite and helpful",,,,,,,,
c50041,s6,"First, ridiculous waiting time at the check-in counter (40-50 minutes)",[check-in][-],,,,,,,
c50041,s8,But totally unprofessional service from the staff is unacceptable in the hotel like this,[service][-],[staff][-],,,,,,
c50042,s4,"The room is spacious, with relevant amenities",[room][0],[amenities][0],,,,,,
c50042,s5,"As Macau is pretty humid, the room does have a bit of a smell and a bit sticky when u first went in",[room][0],[smell][-],,,,,,
c50042,s8,The hallway needs refreshing as it looks a bit stale,[hallway][0],,,,,,,
c50042,s9,Please note the hotel lobby in this hotel is always busy,[lobby][0],,,,,,,
c50044,s1,The room really smells when I first enter and the complementary snacks on the table which we had every time are all missing,[room][-],[complementary snacks][-],,,,,,
c50044,s2,My son had a horrible reaction to the bedding as this time as his face was all itchy and red,[bedding][-],,,,,,,
c50044,s3,"I had stayed there before and had been a member of Marriott, had never experience things like this time",,,,,,,,
c50044,s4,"The room is filthy as it smells like old room, and the bedding aren't clean",[room][-],[bedding][-],,,,,,
c50044,s5,The check in time for priority lane takes almost an hour which compare to all other hotels such as Parisian is too long and tedious,[check in][-],,,,,,,
c50044,s6,There is no staff who asked us how we are as we had been waiting for the check in for a long long time,[staff][-],,,,,,,
c50044,s7,In Parisian we ordered the champagne suite and the check in is also immediate and they have a little room for us to rest while check in,[check in][-],,,,,,,
c50045,s1,We are regular guests at Sheraton hotels internationally and are so dissapointed by the status of upkeep with the rooms at this hotel,[status of upkeep][-],[room][-],,,,,,
c50045,s2,"A horrible smell exists in all carpetted areas, from the lift to the corridor and then the rooms, which can only be described as a mix of old smoke and bodily fluids like vomit and urine",[smell][-],[lift][-],[corridor][-],[rooms][-],,,,
c50045,s3,The carpets are stained and the bathroom has grime between the tiles,[carpets][-],[bathroom][-],,,,,,
c50045,s4,The only positive experience is the staff and customer service,,,,,,,,
c50045,s5,"Despite their efforts and good will, they cannot change the standard the rooms are in and therefore limited in what they can offer",,,,,,,,
c50045,s6,Do not come to this hotel with a false pretence of a 5 star standard room,,,,,,,,
c50046,s1,"Same as previous stay, the check-in queue was extremely long this time",[check-in][-],,,,,,,
c50046,s2,"Then I checked with the customer service at the entrance of check-in queue, whether I could use the check-in kiosk even I made my reservation through Expedia, and she said ""Yes"", then reminded me to have cash ready for deposit",[customer service][0],[check-in kiosk][0],,,,,,
c50046,s3,"After spending 15 minutes to queue for the kiosk, I couldn't proceed my check-in though the customer service at kiosk scanned my ID card and retrieved my booking 5 times, and she didn't understand why it happened neither",[check-in][-],[customer service at kiosk][-],,,,,,
c50046,s4,"Then I had to spend another 50 minutes for another queue, damn",,,,,,,,
c50046,s5,"Nevertheless, Vlad was very helpful for my check-in, my request for non-smoking twin room was granted at least",,,,,,,,
c50047,s1,Am staying here as I type,,,,,,,,
c50047,s2,"Really difficult to contact them by email, as all the advertised emails do not work, even the email that the general manager replies to the bad reviews on here doesnt work when I used it!  Anyways the hotel is large and chaotic as expected",,,,,,,,
c50047,s3,Can see most of the good reviews are from people who were upgraded to a deluxe suite,,,,,,,,
c50047,s4,"We paid for 2 deluxe suite rooms, and wanted them near each other, but instead got them allocated at opposite ends of the building",,,,,,,,
c50047,s5,"They said they were giving us an upgrade at check in, however this turned out to be the same room with a higher ceiling",[upgrade][0],[check in][-],,,,,,
c50047,s6,"Sheraton if you read this, a higher ceiling is not an upgrade Needless to say hopes were raised, and left disappointed",[upgrade][-],,,,,,,
c50047,s7,"The suite is very spacious, but not practical",[suite][0],,,,,,,
c50048,s4,The rooms are getting a little long in the tooth and nothing to write home about,[rooms][0],,,,,,,
c50048,s5,I want to be clear that I'm not really a gambling town kind of guy and this may have jaded my perspective,,,,,,,,
c50048,s6,But really sunk it for me though was the service level in the bars and restaurants,[service][-],[bars][-],[restaurants][-],,,,,
c50049,s2,Our stay was ok but the check-in was very poor,[check-in][-],,,,,,,
c50049,s3,Reservation was made through booking.com,[Reservation][0],,,,,,,
c50049,s5,No early check-in is allowed however there is luggage service that is free if you are a hotel guest,[check-in][-],[luggage service][0],,,,,,
c50049,s6,Non-hotel guests - MOP30 per piece,,,,,,,,
c50049,s7,Check-in was a poor experience,[Check-in][-],,,,,,,
c50049,s8,"In addition to no early check-in, we returned at 2",[check-in][-],,,,,,,
c50049,s9,"40pm, 20 minutes before scheduled time to find a huge queue and a 40 minute wait",,,,,,,,
c50049,s10,"Upon arriving at the check-in desk, inexperienced staff slowed things down as well and mistakenly included a double deposit hold on our credit card",[check-in desk][0],[staff][-],,,,,,
c50049,s11,Not a big deal but did little to alleviate our fatigue from such a long check-in process,[check-in][-],,,,,,,
c50050,s1,I had some years not select to stay in this hotel and expected their services would be better since more competitors in the market,[services][-],[competitors][-],,,,,,
c50050,s2,I stayed in room 1-2306 from 24/3 to 27/3(3 nights),,,,,,,,
c50050,s3,When we arrived the hotel lobby and noticed that there were crowded with people,[lobby][-],,,,,,,
c50050,s4,Long queues were waiting in the check in counter,[check in][-],,,,,,,
c50050,s5,I appreciated the front desk counter staff with patient to arrange a room for us though I waited for some times,,,,,,,,
c50050,s6,"Everything seemed in normal as expected, however on 26/3, at around 1:15pm I called to request for room make up then we went to swimming pool",[room make up][0],[swimming pool][0],,,,,,
c50050,s7,"When arrived the swimming pool, the poolside was noisy with some continuous engine sound",[swimming pool][0],[poolside][-],[engine sound][-],,,,,
c50050,s8,The nonstop noisy sound was annoying and we were not able to have a comfortable time at poolside,[sound][-],[poolside][0],,,,,,
c50051,s1,I find it hard to believe that so many people have rated this hotel excellent,,,,,,,,
c50051,s4,The check-in line was 40 mins long (it feels like you are line to check in at the airport),[check-in][0],,,,,,,
c50051,s5,The mini bar is empty; you need to call them if you want it stocked,[mini bar][0],,,,,,,
c50051,s6,"They called us in the morning waking us up when we had not requested not it, waking us all",,,,,,,,
c50051,s7,The room had the necessities but was nothing special,[room][0],,,,,,,
c50052,s5,"Unfortunately, we don't have a good experience",[experience][-],,,,,,,
c50052,s6,There's no other hotel like Grand Sheraton has no seat area/sofa for the hotel guest unless you are their Marriott Bonvoy member,[seat area][-],[sofa][-],,,,,,
c50052,s7,It is ridiculous for a hotel to let its guest to find a seat at the 3rd floor food court and wait for the check in time until 1 pm,,,,,,,,
